hop_name	hop_purpose	country	link	brew_value	range_min	range_max	range_mean
Mandarina Bavaria	Dual	Germany	https://beermaverick.com/hop/mandarina-bavaria/	Total Oils (mL/100g)	0.8	2	1.4
Mandarina Bavaria	Dual	Germany	https://beermaverick.com/hop/mandarina-bavaria/	Myrcene	35	45	40
Mandarina Bavaria	Dual	Germany	https://beermaverick.com/hop/mandarina-bavaria/	Humulene	10	15	12.5
Mandarina Bavaria	Dual	Germany	https://beermaverick.com/hop/mandarina-bavaria/	Caryophyllene	6	10	8
Mandarina Bavaria	Dual	Germany	https://beermaverick.com/hop/mandarina-bavaria/	Farnesene	1	2	1.5
Mandarina Bavaria	Dual	Germany	https://beermaverick.com/hop/mandarina-bavaria/	All Others	28	48	48
Merkur	Dual	Germany	https://beermaverick.com/hop/merkur/	Alpha Acid %	12	16.2	14.1
Merkur	Dual	Germany	https://beermaverick.com/hop/merkur/	Beta Acid %	4.5	7.3	5.9
Merkur	Dual	Germany	https://beermaverick.com/hop/merkur/	Alpha-Beta Ratio	2	4	3
Merkur	Dual	Germany	https://beermaverick.com/hop/merkur/	Co-Humulone as % of Alpha	17	20	18.5
Merkur	Dual	Germany	https://beermaverick.com/hop/merkur/	Total Oils (mL/100g)	2	3	2.5
Merkur	Dual	Germany	https://beermaverick.com/hop/merkur/	Myrcene	45	50	47.5
Merkur	Dual	Germany	https://beermaverick.com/hop/merkur/	Humulene	28	32	30
Merkur	Dual	Germany	https://beermaverick.com/hop/merkur/	Caryophyllene	8	10	9
Merkur	Dual	Germany	https://beermaverick.com/hop/merkur/	Farnesene	0	1	0.5
Merkur	Dual	Germany	https://beermaverick.com/hop/merkur/	All Others	7	19	19
Monroe	Aroma	Germany	https://beermaverick.com/hop/monroe/	Alpha Acid %	2.5	2.9	2.7
Monroe	Aroma	Germany	https://beermaverick.com/hop/monroe/	Beta Acid %	6.5	7.5	7
Monroe	Aroma	Germany	https://beermaverick.com/hop/monroe/	Alpha-Beta Ratio	0	0	0
Monroe	Aroma	Germany	https://beermaverick.com/hop/monroe/	Co-Humulone as % of Alpha	95	1	1
Northern Brewer (GR)	Bittering	Germany	https://beermaverick.com/hop/northern-brewer-gr/	Alpha Acid %	6	10	8
Northern Brewer (GR)	Bittering	Germany	https://beermaverick.com/hop/northern-brewer-gr/	Beta Acid %	3	5	4
Northern Brewer (GR)	Bittering	Germany	https://beermaverick.com/hop/northern-brewer-gr/	Alpha-Beta Ratio	1	3	2
Northern Brewer (GR)	Bittering	Germany	https://beermaverick.com/hop/northern-brewer-gr/	Co-Humulone as % of Alpha	27	33	30
Northern Brewer (GR)	Bittering	Germany	https://beermaverick.com/hop/northern-brewer-gr/	Total Oils (mL/100g)	1	2.1	1.6
Northern Brewer (GR)	Bittering	Germany	https://beermaverick.com/hop/northern-brewer-gr/	Myrcene	25	45	35
Northern Brewer (GR)	Bittering	Germany	https://beermaverick.com/hop/northern-brewer-gr/	Humulene	35	50	42.5
Northern Brewer (GR)	Bittering	Germany	https://beermaverick.com/hop/northern-brewer-gr/	Caryophyllene	10	20	15
Northern Brewer (GR)	Bittering	Germany	https://beermaverick.com/hop/northern-brewer-gr/	Farnesene	0	1	0.5
Northern Brewer (GR)	Bittering	Germany	https://beermaverick.com/hop/northern-brewer-gr/	All Others	0	30	30
Opal	Dual	Germany	https://beermaverick.com/hop/opal/	Alpha Acid %	5	14	9.5
Opal	Dual	Germany	https://beermaverick.com/hop/opal/	Beta Acid %	3.5	5.5	4.5
Opal	Dual	Germany	https://beermaverick.com/hop/opal/	Alpha-Beta Ratio	1	4	2
Opal	Dual	Germany	https://beermaverick.com/hop/opal/	Co-Humulone as % of Alpha	13	34	23.5
Opal	Dual	Germany	https://beermaverick.com/hop/opal/	Total Oils (mL/100g)	0.8	1.3	1.1
Opal	Dual	Germany	https://beermaverick.com/hop/opal/	Myrcene	20	45	32.5
Opal	Dual	Germany	https://beermaverick.com/hop/opal/	Humulene	30	50	40
Opal	Dual	Germany	https://beermaverick.com/hop/opal/	Caryophyllene	8	15	11.5
Opal	Dual	Germany	https://beermaverick.com/hop/opal/	Farnesene	0	1	0.5
Opal	Dual	Germany	https://beermaverick.com/hop/opal/	All Others	0	42	42
Orion	Dual	Germany	https://beermaverick.com/hop/orion/	Alpha Acid %	6	9	7.5
Orion	Dual	Germany	https://beermaverick.com/hop/orion/	Beta Acid %	2.5	5.7	4.1
Orion	Dual	Germany	https://beermaverick.com/hop/orion/	Alpha-Beta Ratio	1	4	2
Orion	Dual	Germany	https://beermaverick.com/hop/orion/	Co-Humulone as % of Alpha	25	30	27.5
Orion	Dual	Germany	https://beermaverick.com/hop/orion/	Total Oils (mL/100g)	0.8	2.1	1.5
Orion	Dual	Germany	https://beermaverick.com/hop/orion/	Myrcene	41	56	48.5
Orion	Dual	Germany	https://beermaverick.com/hop/orion/	Humulene	16	26	21
Orion	Dual	Germany	https://beermaverick.com/hop/orion/	Caryophyllene	6	13	9.5
Orion	Dual	Germany	https://beermaverick.com/hop/orion/	Farnesene	0	1	0.5
Orion	Dual	Germany	https://beermaverick.com/hop/orion/	All Others	4	37	37
Perle (GR)	Aroma	Germany	https://beermaverick.com/hop/perle-gr/	Alpha Acid %	4	9	6.5
Perle (GR)	Aroma	Germany	https://beermaverick.com/hop/perle-gr/	Beta Acid %	2.5	5	3.8
Perle (GR)	Aroma	Germany	https://beermaverick.com/hop/perle-gr/	Alpha-Beta Ratio	1	4	2
Perle (GR)	Aroma	Germany	https://beermaverick.com/hop/perle-gr/	Co-Humulone as % of Alpha	29	35	32
Perle (GR)	Aroma	Germany	https://beermaverick.com/hop/perle-gr/	Total Oils (mL/100g)	0.5	2.5	1.5
Perle (GR)	Aroma	Germany	https://beermaverick.com/hop/perle-gr/	Myrcene	20	35	27.5
Perle (GR)	Aroma	Germany	https://beermaverick.com/hop/perle-gr/	Humulene	35	55	45
Perle (GR)	Aroma	Germany	https://beermaverick.com/hop/perle-gr/	Caryophyllene	10	20	15
Perle (GR)	Aroma	Germany	https://beermaverick.com/hop/perle-gr/	Farnesene	0	1	0.5
Perle (GR)	Aroma	Germany	https://beermaverick.com/hop/perle-gr/	All Others	0	35	35
Polaris	Dual	Germany	https://beermaverick.com/hop/polaris/	Alpha Acid %	18	23	20.5
Polaris	Dual	Germany	https://beermaverick.com/hop/polaris/	Beta Acid %	4.5	6.5	5.5
Polaris	Dual	Germany	https://beermaverick.com/hop/polaris/	Alpha-Beta Ratio	3	5	4
Polaris	Dual	Germany	https://beermaverick.com/hop/polaris/	Co-Humulone as % of Alpha	22	29	25.5
Polaris	Dual	Germany	https://beermaverick.com/hop/polaris/	Total Oils (mL/100g)	4	5	4.5
Polaris	Dual	Germany	https://beermaverick.com/hop/polaris/	Myrcene	49	51	50
Polaris	Dual	Germany	https://beermaverick.com/hop/polaris/	Humulene	20	35	27.5
Polaris	Dual	Germany	https://beermaverick.com/hop/polaris/	Caryophyllene	8	13	10.5
Polaris	Dual	Germany	https://beermaverick.com/hop/polaris/	Farnesene	0	1	0.5
Polaris	Dual	Germany	https://beermaverick.com/hop/polaris/	All Others	0	23	23
Relax	Aroma	Germany	https://beermaverick.com/hop/relax/	Alpha Acid %	0.3	4	2.2
Relax	Aroma	Germany	https://beermaverick.com/hop/relax/	Beta Acid %	10	15	12.5
Relax	Aroma	Germany	https://beermaverick.com/hop/relax/	Alpha-Beta Ratio	0	0	0
Relax	Aroma	Germany	https://beermaverick.com/hop/relax/	Co-Humulone as % of Alpha	1	1.3	1.2
Relax	Aroma	Germany	https://beermaverick.com/hop/relax/	Myrcene	17	30	23.5
Relax	Aroma	Germany	https://beermaverick.com/hop/relax/	Humulene	NA	NA	NA
Relax	Aroma	Germany	https://beermaverick.com/hop/relax/	Caryophyllene	NA	NA	NA
Relax	Aroma	Germany	https://beermaverick.com/hop/relax/	Farnesene	NA	NA	NA
Relax	Aroma	Germany	https://beermaverick.com/hop/relax/	All Others	70	83	83
Saphir	Aroma	Germany	https://beermaverick.com/hop/saphir/	Alpha Acid %	2	4.5	3.3
Saphir	Aroma	Germany	https://beermaverick.com/hop/saphir/	Beta Acid %	4	7	5.5
Saphir	Aroma	Germany	https://beermaverick.com/hop/saphir/	Alpha-Beta Ratio	0	1	1
Saphir	Aroma	Germany	https://beermaverick.com/hop/saphir/	Co-Humulone as % of Alpha	12	17	14.5
Saphir	Aroma	Germany	https://beermaverick.com/hop/saphir/	Total Oils (mL/100g)	0.8	1.4	1.1
Saphir	Aroma	Germany	https://beermaverick.com/hop/saphir/	Myrcene	25	40	32.5
Saphir	Aroma	Germany	https://beermaverick.com/hop/saphir/	Humulene	20	30	25
Saphir	Aroma	Germany	https://beermaverick.com/hop/saphir/	Caryophyllene	9	14	11.5
Saphir	Aroma	Germany	https://beermaverick.com/hop/saphir/	Farnesene	0	1	0.5
Saphir	Aroma	Germany	https://beermaverick.com/hop/saphir/	All Others	15	46	46
Smaragd	Bittering	Germany	https://beermaverick.com/hop/smaragd/	Alpha Acid %	4	6	5
Smaragd	Bittering	Germany	https://beermaverick.com/hop/smaragd/	Beta Acid %	3.5	5.5	4.5
Smaragd	Bittering	Germany	https://beermaverick.com/hop/smaragd/	Alpha-Beta Ratio	1	2	1
Smaragd	Bittering	Germany	https://beermaverick.com/hop/smaragd/	Co-Humulone as % of Alpha	13	18	15.5
Smaragd	Bittering	Germany	https://beermaverick.com/hop/smaragd/	Total Oils (mL/100g)	0.4	0.8	0.6
Smaragd	Bittering	Germany	https://beermaverick.com/hop/smaragd/	Myrcene	20	40	30
Smaragd	Bittering	Germany	https://beermaverick.com/hop/smaragd/	Humulene	30	50	40
Smaragd	Bittering	Germany	https://beermaverick.com/hop/smaragd/	Caryophyllene	9	14	11.5
Smaragd	Bittering	Germany	https://beermaverick.com/hop/smaragd/	Farnesene	0	1	0.5
Smaragd	Bittering	Germany	https://beermaverick.com/hop/smaragd/	All Others	0	41	41
Solero	Aroma	Germany	https://beermaverick.com/hop/solero/	Alpha Acid %	9	11.2	10.1
Solero	Aroma	Germany	https://beermaverick.com/hop/solero/	Beta Acid %	5	7	6
Solero	Aroma	Germany	https://beermaverick.com/hop/solero/	Alpha-Beta Ratio	1	2	2
Solero	Aroma	Germany	https://beermaverick.com/hop/solero/	Co-Humulone as % of Alpha	30	45	37.5
Solero	Aroma	Germany	https://beermaverick.com/hop/solero/	Total Oils (mL/100g)	1.5	2	1.8
Spalt	Aroma	Germany	https://beermaverick.com/hop/spalt/	Alpha Acid %	2.5	5.7	4.1
Spalt	Aroma	Germany	https://beermaverick.com/hop/spalt/	Beta Acid %	3	5	4
Spalt	Aroma	Germany	https://beermaverick.com/hop/spalt/	Alpha-Beta Ratio	1	2	1
Spalt	Aroma	Germany	https://beermaverick.com/hop/spalt/	Co-Humulone as % of Alpha	22	29	25.5
Spalt	Aroma	Germany	https://beermaverick.com/hop/spalt/	Total Oils (mL/100g)	0.5	0.9	0.7
Spalt	Aroma	Germany	https://beermaverick.com/hop/spalt/	Myrcene	20	35	27.5
Spalt	Aroma	Germany	https://beermaverick.com/hop/spalt/	Humulene	20	30	25
Spalt	Aroma	Germany	https://beermaverick.com/hop/spalt/	Caryophyllene	8	13	10.5
Spalt	Aroma	Germany	https://beermaverick.com/hop/spalt/	Farnesene	12	18	15
Spalt	Aroma	Germany	https://beermaverick.com/hop/spalt/	All Others	4	40	40
Spalter Select	Aroma	Germany	https://beermaverick.com/hop/spalter-select/	Alpha Acid %	3	6.5	4.8
Spalter Select	Aroma	Germany	https://beermaverick.com/hop/spalter-select/	Beta Acid %	2.5	5	3.8
Spalter Select	Aroma	Germany	https://beermaverick.com/hop/spalter-select/	Alpha-Beta Ratio	1	3	2
Spalter Select	Aroma	Germany	https://beermaverick.com/hop/spalter-select/	Co-Humulone as % of Alpha	21	27	24
Spalter Select	Aroma	Germany	https://beermaverick.com/hop/spalter-select/	Total Oils (mL/100g)	0.5	0.9	0.7
Spalter Select	Aroma	Germany	https://beermaverick.com/hop/spalter-select/	Myrcene	20	40	30
Spalter Select	Aroma	Germany	https://beermaverick.com/hop/spalter-select/	Humulene	10	22	16
Spalter Select	Aroma	Germany	https://beermaverick.com/hop/spalter-select/	Caryophyllene	4	10	7
Spalter Select	Aroma	Germany	https://beermaverick.com/hop/spalter-select/	Farnesene	15	22	18.5
Spalter Select	Aroma	Germany	https://beermaverick.com/hop/spalter-select/	All Others	6	51	51
Tango	Dual	Germany	https://beermaverick.com/hop/tango/	Alpha Acid %	7.5	11	9.3
Tango	Dual	Germany	https://beermaverick.com/hop/tango/	Beta Acid %	7.5	10	8.8
Tango	Dual	Germany	https://beermaverick.com/hop/tango/	Alpha-Beta Ratio	1	1	1
Tango	Dual	Germany	https://beermaverick.com/hop/tango/	Co-Humulone as % of Alpha	19	25	22
Tango	Dual	Germany	https://beermaverick.com/hop/tango/	Total Oils (mL/100g)	2.4	4	3.2
Tettnanger	Dual	Germany	https://beermaverick.com/hop/tettnanger/	Alpha Acid %	2.5	5.8	4.2
Tettnanger	Dual	Germany	https://beermaverick.com/hop/tettnanger/	Beta Acid %	2.8	5.3	4.1
Tettnanger	Dual	Germany	https://beermaverick.com/hop/tettnanger/	Alpha-Beta Ratio	0	2	1
Tettnanger	Dual	Germany	https://beermaverick.com/hop/tettnanger/	Co-Humulone as % of Alpha	22	28	25
Tettnanger	Dual	Germany	https://beermaverick.com/hop/tettnanger/	Total Oils (mL/100g)	0.4	1.1	0.8
Tettnanger	Dual	Germany	https://beermaverick.com/hop/tettnanger/	Myrcene	40	41	40.5
Tettnanger	Dual	Germany	https://beermaverick.com/hop/tettnanger/	Humulene	20	21	20.5
Tettnanger	Dual	Germany	https://beermaverick.com/hop/tettnanger/	Caryophyllene	6	7	6.5
Tettnanger	Dual	Germany	https://beermaverick.com/hop/tettnanger/	Farnesene	11	12	11.5
Tettnanger	Dual	Germany	https://beermaverick.com/hop/tettnanger/	All Others	19	23	23
Wurttemberg	Aroma	Germany	https://beermaverick.com/hop/wurttemberg/	Alpha Acid %	NA	NA	3.8
Wurttemberg	Aroma	Germany	https://beermaverick.com/hop/wurttemberg/	Beta Acid %	NA	NA	3.1
Wurttemberg	Aroma	Germany	https://beermaverick.com/hop/wurttemberg/	Co-Humulone as % of Alpha	0.5	1	0.8
Yellow Sub	Aroma	Germany	https://beermaverick.com/hop/yellow-sub/	Alpha Acid %	6.2	7.2	6.7
Yellow Sub	Aroma	Germany	https://beermaverick.com/hop/yellow-sub/	Co-Humulone as % of Alpha	NA	NA	1.4
Golden Star	Aroma	Japan	https://beermaverick.com/hop/golden-star/	Alpha Acid %	NA	NA	5.4
Golden Star	Aroma	Japan	https://beermaverick.com/hop/golden-star/	Beta Acid %	NA	NA	4.6
Golden Star	Aroma	Japan	https://beermaverick.com/hop/golden-star/	Co-Humulone as % of Alpha	NA	NA	50
Golden Star	Aroma	Japan	https://beermaverick.com/hop/golden-star/	Total Oils (mL/100g)	NA	NA	0.6
Golden Star	Aroma	Japan	https://beermaverick.com/hop/golden-star/	Myrcene	NA	NA	NA
Golden Star	Aroma	Japan	https://beermaverick.com/hop/golden-star/	Humulene	NA	NA	NA
Golden Star	Aroma	Japan	https://beermaverick.com/hop/golden-star/	Caryophyllene	NA	NA	NA
Golden Star	Aroma	Japan	https://beermaverick.com/hop/golden-star/	Farnesene	NA	NA	NA
Golden Star	Aroma	Japan	https://beermaverick.com/hop/golden-star/	All Others	100	100	100
Sorachi Ace	Dual	Japan	https://beermaverick.com/hop/sorachi-ace/	Alpha Acid %	11	16	13.5
Sorachi Ace	Dual	Japan	https://beermaverick.com/hop/sorachi-ace/	Beta Acid %	6	8	7
Sorachi Ace	Dual	Japan	https://beermaverick.com/hop/sorachi-ace/	Alpha-Beta Ratio	1	3	2
Sorachi Ace	Dual	Japan	https://beermaverick.com/hop/sorachi-ace/	Co-Humulone as % of Alpha	23	28	25.5
Sorachi Ace	Dual	Japan	https://beermaverick.com/hop/sorachi-ace/	Total Oils (mL/100g)	1	3	2
Sorachi Ace	Dual	Japan	https://beermaverick.com/hop/sorachi-ace/	Myrcene	45	55	50
Sorachi Ace	Dual	Japan	https://beermaverick.com/hop/sorachi-ace/	Humulene	20	26	23
Sorachi Ace	Dual	Japan	https://beermaverick.com/hop/sorachi-ace/	Caryophyllene	7	11	9
Sorachi Ace	Dual	Japan	https://beermaverick.com/hop/sorachi-ace/	Farnesene	2	5	3.5
Sorachi Ace	Dual	Japan	https://beermaverick.com/hop/sorachi-ace/	All Others	3	26	26
Toyomidori	Bittering	Japan	https://beermaverick.com/hop/toyomidori/	Alpha Acid %	11	13	12
Toyomidori	Bittering	Japan	https://beermaverick.com/hop/toyomidori/	Beta Acid %	5	6	5.5
Toyomidori	Bittering	Japan	https://beermaverick.com/hop/toyomidori/	Alpha-Beta Ratio	2	3	2
Toyomidori	Bittering	Japan	https://beermaverick.com/hop/toyomidori/	Co-Humulone as % of Alpha	NA	NA	40
Toyomidori	Bittering	Japan	https://beermaverick.com/hop/toyomidori/	Total Oils (mL/100g)	0.8	1.2	1
Toyomidori	Bittering	Japan	https://beermaverick.com/hop/toyomidori/	Myrcene	58	60	59
Toyomidori	Bittering	Japan	https://beermaverick.com/hop/toyomidori/	Humulene	9	12	10.5
Toyomidori	Bittering	Japan	https://beermaverick.com/hop/toyomidori/	Caryophyllene	4	5	4.5
Toyomidori	Bittering	Japan	https://beermaverick.com/hop/toyomidori/	Farnesene	0	1	0.5
Toyomidori	Bittering	Japan	https://beermaverick.com/hop/toyomidori/	All Others	22	29	29
Brooklyn	Dual	New Zealand	https://beermaverick.com/hop/brooklyn/	Alpha Acid %	17.5	19.5	18.5
Brooklyn	Dual	New Zealand	https://beermaverick.com/hop/brooklyn/	Beta Acid %	8	10	9
Brooklyn	Dual	New Zealand	https://beermaverick.com/hop/brooklyn/	Alpha-Beta Ratio	2	2	2
Brooklyn	Dual	New Zealand	https://beermaverick.com/hop/brooklyn/	Co-Humulone as % of Alpha	NA	NA	26
Brooklyn	Dual	New Zealand	https://beermaverick.com/hop/brooklyn/	Total Oils (mL/100g)	NA	NA	1.7
Dr. Rudi	Dual	New Zealand	https://beermaverick.com/hop/dr-rudi/	Alpha Acid %	10	12	11
Dr. Rudi	Dual	New Zealand	https://beermaverick.com/hop/dr-rudi/	Beta Acid %	7	8.5	7.8
Dr. Rudi	Dual	New Zealand	https://beermaverick.com/hop/dr-rudi/	Alpha-Beta Ratio	1	2	1
Dr. Rudi	Dual	New Zealand	https://beermaverick.com/hop/dr-rudi/	Co-Humulone as % of Alpha	36	39	37.5
Dr. Rudi	Dual	New Zealand	https://beermaverick.com/hop/dr-rudi/	Total Oils (mL/100g)	1.3	1.6	1.5
Dr. Rudi	Dual	New Zealand	https://beermaverick.com/hop/dr-rudi/	Myrcene	28	30	29
Dr. Rudi	Dual	New Zealand	https://beermaverick.com/hop/dr-rudi/	Humulene	33	34	33.5
Dr. Rudi	Dual	New Zealand	https://beermaverick.com/hop/dr-rudi/	Caryophyllene	9	11	10
Dr. Rudi	Dual	New Zealand	https://beermaverick.com/hop/dr-rudi/	Farnesene	0	1	0.5
Dr. Rudi	Dual	New Zealand	https://beermaverick.com/hop/dr-rudi/	All Others	24	30	30
Green Bullet	Dual	New Zealand	https://beermaverick.com/hop/green-bullet/	Alpha Acid %	11	15	13
Green Bullet	Dual	New Zealand	https://beermaverick.com/hop/green-bullet/	Beta Acid %	6.5	7	6.8
Green Bullet	Dual	New Zealand	https://beermaverick.com/hop/green-bullet/	Alpha-Beta Ratio	2	2	2
Green Bullet	Dual	New Zealand	https://beermaverick.com/hop/green-bullet/	Co-Humulone as % of Alpha	38	43	40.5
Green Bullet	Dual	New Zealand	https://beermaverick.com/hop/green-bullet/	Total Oils (mL/100g)	1	1.4	1.2
Green Bullet	Dual	New Zealand	https://beermaverick.com/hop/green-bullet/	Myrcene	37	39	38
Green Bullet	Dual	New Zealand	https://beermaverick.com/hop/green-bullet/	Humulene	28	29	28.5
Green Bullet	Dual	New Zealand	https://beermaverick.com/hop/green-bullet/	Caryophyllene	9	10	9.5
Green Bullet	Dual	New Zealand	https://beermaverick.com/hop/green-bullet/	Farnesene	0	1	0.5
Green Bullet	Dual	New Zealand	https://beermaverick.com/hop/green-bullet/	All Others	21	26	26
HORT9909	Dual	New Zealand	https://beermaverick.com/hop/hort9909/	Alpha Acid %	6	10	8
HORT9909	Dual	New Zealand	https://beermaverick.com/hop/hort9909/	Beta Acid %	3	4	3.5
HORT9909	Dual	New Zealand	https://beermaverick.com/hop/hort9909/	Alpha-Beta Ratio	2	3	2
HORT9909	Dual	New Zealand	https://beermaverick.com/hop/hort9909/	Co-Humulone as % of Alpha	27	29	28
HORT9909	Dual	New Zealand	https://beermaverick.com/hop/hort9909/	Total Oils (mL/100g)	NA	NA	1.9
HORT9909	Dual	New Zealand	https://beermaverick.com/hop/hort9909/	Myrcene	49	51	50
HORT9909	Dual	New Zealand	https://beermaverick.com/hop/hort9909/	Humulene	11	13	12
HORT9909	Dual	New Zealand	https://beermaverick.com/hop/hort9909/	Caryophyllene	4	5	4.5
HORT9909	Dual	New Zealand	https://beermaverick.com/hop/hort9909/	Farnesene	0	1	0.5
HORT9909	Dual	New Zealand	https://beermaverick.com/hop/hort9909/	All Others	30	36	36
Kohatu	Dual	New Zealand	https://beermaverick.com/hop/kohatu/	Alpha Acid %	6	7	6.5
Kohatu	Dual	New Zealand	https://beermaverick.com/hop/kohatu/	Beta Acid %	4	6	5
Kohatu	Dual	New Zealand	https://beermaverick.com/hop/kohatu/	Alpha-Beta Ratio	1	2	1
Kohatu	Dual	New Zealand	https://beermaverick.com/hop/kohatu/	Co-Humulone as % of Alpha	20	25	22.5
Kohatu	Dual	New Zealand	https://beermaverick.com/hop/kohatu/	Total Oils (mL/100g)	1	2	1.5
Kohatu	Dual	New Zealand	https://beermaverick.com/hop/kohatu/	Myrcene	25	30	27.5
Kohatu	Dual	New Zealand	https://beermaverick.com/hop/kohatu/	Humulene	30	40	35
Kohatu	Dual	New Zealand	https://beermaverick.com/hop/kohatu/	Caryophyllene	11	16	13.5
Kohatu	Dual	New Zealand	https://beermaverick.com/hop/kohatu/	Farnesene	0	1	0.5
Kohatu	Dual	New Zealand	https://beermaverick.com/hop/kohatu/	All Others	13	34	34
Motueka	Dual	New Zealand	https://beermaverick.com/hop/motueka/	Alpha Acid %	5	8.5	6.8
Motueka	Dual	New Zealand	https://beermaverick.com/hop/motueka/	Beta Acid %	5	5.5	5.3
Motueka	Dual	New Zealand	https://beermaverick.com/hop/motueka/	Alpha-Beta Ratio	1	2	1
Motueka	Dual	New Zealand	https://beermaverick.com/hop/motueka/	Co-Humulone as % of Alpha	25	35	30
Motueka	Dual	New Zealand	https://beermaverick.com/hop/motueka/	Total Oils (mL/100g)	0.8	1	0.9
Motueka	Dual	New Zealand	https://beermaverick.com/hop/motueka/	Myrcene	47	48	47.5
Motueka	Dual	New Zealand	https://beermaverick.com/hop/motueka/	Humulene	3	4	3.5
Motueka	Dual	New Zealand	https://beermaverick.com/hop/motueka/	Caryophyllene	1	3	2
Motueka	Dual	New Zealand	https://beermaverick.com/hop/motueka/	Farnesene	12	13	12.5
Motueka	Dual	New Zealand	https://beermaverick.com/hop/motueka/	All Others	32	37	37
Moutere	Dual	New Zealand	https://beermaverick.com/hop/moutere/	Alpha Acid %	17.5	19.5	18.5
Moutere	Dual	New Zealand	https://beermaverick.com/hop/moutere/	Beta Acid %	8	10	9
Moutere	Dual	New Zealand	https://beermaverick.com/hop/moutere/	Alpha-Beta Ratio	2	2	2
Moutere	Dual	New Zealand	https://beermaverick.com/hop/moutere/	Co-Humulone as % of Alpha	24	28	26
Moutere	Dual	New Zealand	https://beermaverick.com/hop/moutere/	Total Oils (mL/100g)	1.5	1.9	1.7
Moutere	Dual	New Zealand	https://beermaverick.com/hop/moutere/	Myrcene	22	23	22.5
Moutere	Dual	New Zealand	https://beermaverick.com/hop/moutere/	Humulene	15	16	15.5
Moutere	Dual	New Zealand	https://beermaverick.com/hop/moutere/	Caryophyllene	5	6	5.5
Moutere	Dual	New Zealand	https://beermaverick.com/hop/moutere/	Farnesene	0	1	0.5
Moutere	Dual	New Zealand	https://beermaverick.com/hop/moutere/	All Others	54	58	58
Nectaron	Aroma	New Zealand	https://beermaverick.com/hop/nectaron/	Alpha Acid %	9.5	12	10.8
Nectaron	Aroma	New Zealand	https://beermaverick.com/hop/nectaron/	Beta Acid %	4.5	5	4.8
Nectaron	Aroma	New Zealand	https://beermaverick.com/hop/nectaron/	Alpha-Beta Ratio	2	3	2
Nectaron	Aroma	New Zealand	https://beermaverick.com/hop/nectaron/	Co-Humulone as % of Alpha	26	28	27
Nectaron	Aroma	New Zealand	https://beermaverick.com/hop/nectaron/	Total Oils (mL/100g)	1	1.7	1.4
Nectaron	Aroma	New Zealand	https://beermaverick.com/hop/nectaron/	Myrcene	59	65	62
Nectaron	Aroma	New Zealand	https://beermaverick.com/hop/nectaron/	Humulene	10	20	15
Nectaron	Aroma	New Zealand	https://beermaverick.com/hop/nectaron/	Caryophyllene	4	5	4.5
Nectaron	Aroma	New Zealand	https://beermaverick.com/hop/nectaron/	Farnesene	0	1	0.5
Nectaron	Aroma	New Zealand	https://beermaverick.com/hop/nectaron/	All Others	9	27	27
Nelson Sauvin	Aroma	New Zealand	https://beermaverick.com/hop/nelson-sauvin/	Alpha Acid %	10	13	11.5
Nelson Sauvin	Aroma	New Zealand	https://beermaverick.com/hop/nelson-sauvin/	Beta Acid %	5	8	6.5
Nelson Sauvin	Aroma	New Zealand	https://beermaverick.com/hop/nelson-sauvin/	Alpha-Beta Ratio	1	3	2
Nelson Sauvin	Aroma	New Zealand	https://beermaverick.com/hop/nelson-sauvin/	Co-Humulone as % of Alpha	20	25	22.5
Nelson Sauvin	Aroma	New Zealand	https://beermaverick.com/hop/nelson-sauvin/	Total Oils (mL/100g)	0.8	1.5	1.2
Nelson Sauvin	Aroma	New Zealand	https://beermaverick.com/hop/nelson-sauvin/	Myrcene	20	45	32.5
Nelson Sauvin	Aroma	New Zealand	https://beermaverick.com/hop/nelson-sauvin/	Humulene	25	37	31
Nelson Sauvin	Aroma	New Zealand	https://beermaverick.com/hop/nelson-sauvin/	Caryophyllene	6	11	8.5
Nelson Sauvin	Aroma	New Zealand	https://beermaverick.com/hop/nelson-sauvin/	Farnesene	0	1	0.5
Nelson Sauvin	Aroma	New Zealand	https://beermaverick.com/hop/nelson-sauvin/	All Others	6	49	49
NZH-107	Dual	New Zealand	https://beermaverick.com/hop/nzh-107/	Alpha Acid %	8	11	9.5
NZH-107	Dual	New Zealand	https://beermaverick.com/hop/nzh-107/	Beta Acid %	5	7	6
NZH-107	Dual	New Zealand	https://beermaverick.com/hop/nzh-107/	Alpha-Beta Ratio	1	2	2
NZH-107	Dual	New Zealand	https://beermaverick.com/hop/nzh-107/	Co-Humulone as % of Alpha	27	31	29
NZH-107	Dual	New Zealand	https://beermaverick.com/hop/nzh-107/	Total Oils (mL/100g)	1.4	2.2	1.8
NZH-107	Dual	New Zealand	https://beermaverick.com/hop/nzh-107/	Myrcene	55	65	60
NZH-107	Dual	New Zealand	https://beermaverick.com/hop/nzh-107/	Humulene	7	10	8.5
NZH-107	Dual	New Zealand	https://beermaverick.com/hop/nzh-107/	Caryophyllene	4	8	6
NZH-107	Dual	New Zealand	https://beermaverick.com/hop/nzh-107/	Farnesene	4	7	5.5
NZH-107	Dual	New Zealand	https://beermaverick.com/hop/nzh-107/	All Others	10	30	30
Pacific Gem	Bittering	New Zealand	https://beermaverick.com/hop/pacific-gem/	Alpha Acid %	13	15	14
Pacific Gem	Bittering	New Zealand	https://beermaverick.com/hop/pacific-gem/	Beta Acid %	7	9	8
